case,cores,status,seconds,single,makespan,speedup,added_copy_bytes,used_cores,official_evaluations,selected,plan,error
case_029,4,ok,0.18219304084777832,37555.0,11028,3.405422560754443,0,4,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_029_4core.json,
case_029,5,ok,0.17542695999145508,37555.0,9383,4.002451241607162,0,5,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_029_5core.json,
case_030,2,ok,5.060062646865845,2808034.0,1391677,2.0177340000589217,17123328,2,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_030_2core.json,
case_030,3,ok,5.727511882781982,2808034.0,928263,3.0250413945185795,17123328,3,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_030_3core.json,
case_030,4,ok,6.720930099487305,2808034.0,697930,4.023374837018039,17123328,4,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_030_4core.json,
case_030,5,ok,6.162919282913208,2808034.0,560441,5.0104007379902615,15691792,5,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_030_5core.json,
case_031,2,ok,4.6568968296051025,1414369.0,704068,2.0088528380781403,10441206,2,3,v14_communication,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_031_2core.json,
case_031,3,ok,5.266374826431274,1414369.0,476303,2.9694732134796546,10482774,3,3,v14_communication,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_031_3core.json,
case_031,4,ok,4.044136047363281,1414369.0,358136,3.9492511224786115,13498038,4,2,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_031_4core.json,
case_031,5,ok,4.753457546234131,1414369.0,289165,4.891217816817388,12089812,5,2,v14_conservative,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_031_5core.json,
case_032,2,ok,0.2320539951324463,41443.0,21880,1.8941042047531993,6216,2,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_032_2core.json,
case_032,3,ok,0.2933471202850342,41443.0,14907,2.7801033071711276,30872,3,2,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_032_3core.json,
case_032,4,ok,0.30883121490478516,41443.0,11615,3.5680585449849334,67740,4,2,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_032_4core.json,
case_032,5,ok,0.4430978298187256,41443.0,10104,4.101642913697545,55368,5,3,v14_conservative,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_032_5core.json,
case_033,2,ok,1.0613882541656494,1774196.0,871397,2.0360363875478114,11718816,2,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_033_2core.json,
case_033,3,ok,1.2759459018707275,1774196.0,582606,3.0452758811272114,11718816,3,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_033_3core.json,
case_033,4,ok,1.4870338439941406,1774196.0,439819,4.0339230456164925,11718816,4,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_033_4core.json,
case_033,5,ok,2.6126697063446045,1774196.0,358153,4.953737648435166,11843232,5,2,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_033_5core.json,
case_034,2,ok,1.9634859561920166,842996.0,393832,2.140496455341364,5834240,2,2,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_034_2core.json,
case_034,3,ok,2.2002761363983154,842996.0,267777,3.148126986260956,6641152,3,2,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_034_3core.json,
case_034,4,ok,2.578852891921997,842996.0,204740,4.117397675100127,5834240,4,2,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_034_4core.json,
case_034,5,ok,3.6315884590148926,842996.0,169159,4.983453437298636,6083584,5,3,v14_communication,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_034_5core.json,
case_035,2,ok,2.0392539501190186,169571.0,95406,1.7773620107750037,0,2,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_035_2core.json,
case_035,3,ok,2.104483127593994,169571.0,73665,2.3019208579379624,857366,3,3,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_035_3core.json,
case_035,4,ok,2.2023870944976807,169571.0,58512,2.898055099808586,857366,4,3,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_035_4core.json,
case_035,5,ok,2.2448062896728516,169571.0,49667,3.414158294239636,719090,5,3,v14_conservative_measured_reassign,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_035_5core.json,
case_036,2,ok,1.0454578399658203,931510.0,466068,1.998656848356892,1152,2,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_036_2core.json,
case_036,3,ok,0.7399728298187256,931510.0,311345,2.991890025534375,2304,3,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_036_3core.json,
case_036,4,ok,0.6656124591827393,931510.0,233584,3.987901568600589,3456,4,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_036_4core.json,
case_036,5,ok,0.6195836067199707,931510.0,187182,4.976493466252097,4608,5,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_036_5core.json,
case_037,2,ok,0.21598577499389648,210001.0,105374,1.992910964754114,204800,2,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_037_2core.json,
case_037,3,ok,0.24198484420776367,210001.0,74038,2.836394824279424,1064960,3,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_037_3core.json,
case_037,4,ok,0.19615602493286133,210001.0,53320,3.938503375843961,614400,4,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_037_4core.json,
case_037,5,ok,0.22705888748168945,210001.0,43800,4.794543378995434,1925120,5,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_037_5core.json,
case_038,2,ok,2.3496901988983154,1364555.0,669789,2.037290848311931,12853248,2,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_038_2core.json,
case_038,3,ok,2.9354796409606934,1364555.0,447321,3.0505051182484166,12853248,3,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_038_3core.json,
case_038,4,ok,3.6197516918182373,1364555.0,338764,4.028040169557568,12853248,4,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_038_4core.json,
case_038,5,ok,8.35599136352539,1364555.0,280919,4.857467811006019,9070080,5,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_038_5core.json,
case_039,2,ok,1.7408862113952637,1435262.0,693424,2.0698187544705693,28483584,2,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_039_2core.json,
case_039,3,ok,2.685173749923706,1435262.0,476080,3.0147496219122836,13271040,3,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_039_3core.json,
case_039,4,ok,6.647270917892456,1435262.0,393709,3.645489435090384,17604608,4,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_039_4core.json,
case_039,5,ok,7.198620319366455,1435262.0,395323,3.6306058590064327,17604608,4,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_039_5core.json,
case_040,2,ok,1.132981777191162,253454.0,136325,1.859189437007152,867086,2,2,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_040_2core.json,
case_040,3,ok,1.764876127243042,253454.0,102246,2.478864698863525,1874142,3,3,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_040_3core.json,
case_040,4,ok,1.3124520778656006,253454.0,86578,2.9274642518884706,1874142,4,2,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_040_4core.json,
case_040,5,ok,1.8319759368896484,253454.0,78582,3.2253442264131733,1758770,5,3,v14_communication,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_040_5core.json,
case_041,2,ok,8.266865253448486,6003957.0,2963356,2.026066729748299,57464872,2,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_041_2core.json,
case_041,3,ok,9.58555269241333,6003957.0,1977312,3.0364236903432538,57464872,3,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_041_3core.json,
case_041,4,ok,13.35592269897461,6003957.0,1484770,4.04369498306135,52463632,4,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_041_4core.json,
case_041,5,ok,11.469733238220215,6003957.0,1189466,5.047607077461651,57464872,5,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_041_5core.json,
case_042,2,ok,1.6865158081054688,1686740.0,837915,2.0130204137651195,14158244,2,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_042_2core.json,
case_042,3,ok,1.9751076698303223,1686740.0,559636,3.0139948109128074,14158244,3,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_042_3core.json,
case_042,4,ok,2.2744014263153076,1686740.0,420976,4.0067367260841475,14158244,4,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_042_4core.json,
case_042,5,ok,3.905229330062866,1686740.0,346247,4.871493471423579,13159556,5,2,v14_conservative,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_042_5core.json,
case_043,2,ok,13.149657011032104,677656.0,353177,1.918743293023045,385024,2,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_043_2core.json,
case_043,3,ok,2.661449909210205,677656.0,255591,2.6513296634075534,6518540,3,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_043_3core.json,
case_043,4,ok,2.5799520015716553,677656.0,197332,3.434090770883587,6356270,4,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_043_4core.json,
case_043,5,ok,2.942485809326172,677656.0,175465,3.8620579602769785,6533774,5,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_043_5core.json,
case_044,2,ok,0.6735353469848633,154407.0,73914,2.089008848120789,1449792,2,3,v14_communication,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_044_2core.json,
case_044,3,ok,0.6791081428527832,154407.0,61829,2.4973232625467015,1449792,3,3,v14_communication,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_044_3core.json,
case_044,4,ok,0.7188472747802734,154407.0,63427,2.434404906427862,1449792,3,3,v14_communication,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_044_4core.json,
case_044,5,ok,0.705634355545044,154407.0,61872,2.495587664856478,1449792,3,3,v14_communication,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_044_5core.json,
case_045,2,ok,0.30477309226989746,125614.0,63059,1.99200748505368,0,2,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_045_2core.json,
case_045,3,ok,0.27854132652282715,125614.0,42304,2.9693173222390317,0,3,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_045_3core.json,
case_045,4,ok,0.2582097053527832,125614.0,31878,3.940460505677897,0,4,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_045_4core.json,
case_045,5,ok,0.2659463882446289,125614.0,26164,4.801024308209754,0,5,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_045_5core.json,
case_046,2,ok,0.5175225734710693,276455.0,138962,1.989428764698263,2038080,2,3,v14_communication,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_046_2core.json,
case_046,3,ok,0.5190422534942627,276455.0,111604,2.477106555320598,2348736,3,3,v14_conservative,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_046_3core.json,
case_046,4,ok,0.5597066879272461,276455.0,110666,2.498102398207218,2329792,3,3,v14_conservative,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_046_4core.json,
case_046,5,ok,0.5515906810760498,276455.0,113635,2.432833193998328,2380992,5,3,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_046_5core.json,
case_047,2,ok,7.087366819381714,326508.0,223631,1.4600301389342265,3037658,2,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_047_2core.json,
case_047,3,ok,7.0226709842681885,326508.0,175910,1.856108237166733,3037658,3,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_047_3core.json,
case_047,4,ok,8.373812675476074,326508.0,148474,2.1990920969327963,3059566,4,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_047_4core.json,
case_047,5,ok,8.604769945144653,326508.0,127261,2.5656564069117795,3059566,5,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_047_5core.json,
case_048,2,ok,0.7054133415222168,222220.0,137166,1.6200807780353732,731928,2,2,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_048_2core.json,
case_048,3,ok,0.7459006309509277,222220.0,110768,2.0061750686118733,752694,3,2,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_048_3core.json,
case_048,4,ok,0.8051888942718506,222220.0,110817,2.0052879973289297,752694,4,2,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_048_4core.json,
case_048,5,ok,0.7967584133148193,222220.0,110850,2.0046910239061795,752694,5,2,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_048_5core.json,
case_049,2,ok,2.415626287460327,196276.0,114547,1.7134975163033515,940640,2,3,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_049_2core.json,
case_049,3,ok,2.4697999954223633,196276.0,79754,2.4610176292098203,930136,3,3,v14_conservative_measured_reassign,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_049_3core.json,
case_049,4,ok,1.7884583473205566,196276.0,63378,3.0969105998927073,940640,4,2,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_049_4core.json,
case_049,5,ok,1.831315517425537,196276.0,53152,3.692730282962071,940640,5,2,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_049_5core.json,
case_050,2,ok,2.4912643432617188,149690.0,87488,1.7109775054864667,907112,2,3,v14_conservative,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_050_2core.json,
case_050,3,ok,2.5505614280700684,149690.0,59737,2.505817165240973,866112,3,3,v14_communication,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_050_3core.json,
case_050,4,ok,2.686232566833496,149690.0,47405,3.157683788629891,897696,4,3,v14_conservative,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_050_4core.json,
case_050,5,ok,2.736644744873047,149690.0,40975,3.65320317266626,886016,5,3,v14_communication,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_050_5core.json,
case_051,2,ok,1.1327526569366455,607628.0,408100,1.4889193825042881,9046462,2,2,v14_conservative,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_051_2core.json,
case_051,3,ok,1.7318785190582275,607628.0,317952,1.9110683373590982,9046554,3,3,v14_conservative,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_051_3core.json,
case_051,4,ok,1.1103813648223877,607628.0,294201,2.065349879844052,9046462,4,2,v14_conservative,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_051_4core.json,
case_051,5,ok,1.1810827255249023,607628.0,259622,2.3404333993267135,9046462,5,2,v14_conservative,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_051_5core.json,
case_052,2,ok,0.3972949981689453,180301.0,90336,1.9958931101664896,812544,2,2,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_052_2core.json,
case_052,3,ok,0.5818350315093994,180301.0,60765,2.9671850571875256,714240,3,3,v14_conservative_measured_reassign,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_052_3core.json,
case_052,4,ok,0.4573509693145752,180301.0,47097,3.828290549291887,812544,4,2,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_052_4core.json,
case_052,5,ok,0.6076037883758545,180301.0,37963,4.74938756157311,548352,5,3,v14_conservative,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_052_5core.json,
case_053,2,ok,4.089663028717041,1472686.0,762751,1.930755908546826,15793260,2,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_053_2core.json,
case_053,3,ok,4.948965072631836,1472686.0,532812,2.76398804831723,16997996,3,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_053_3core.json,
case_053,4,ok,5.159093856811523,1472686.0,436065,3.377216699345281,16997996,4,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_053_4core.json,
case_053,5,ok,5.340177536010742,1472686.0,408851,3.60201149073868,16997996,5,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_053_5core.json,
case_054,2,ok,7.133220195770264,815051.0,489565,1.6648473644970536,6404842,2,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_054_2core.json,
case_054,3,ok,7.012963533401489,815051.0,350525,2.3252292989087797,6404842,3,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_054_3core.json,
case_054,4,ok,8.804940700531006,815051.0,276231,2.950613797872071,6963652,4,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_054_4core.json,
case_054,5,ok,9.025076627731323,815051.0,235875,3.4554361420243773,6999896,5,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_054_5core.json,
case_055,2,ok,0.5639150142669678,118835.0,54822,2.167651672686148,249860,2,3,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_055_2core.json,
case_055,3,ok,0.5485901832580566,118835.0,37162,3.1977557720251872,231424,3,3,v14_conservative,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_055_3core.json,
case_055,4,ok,0.5880577564239502,118835.0,29828,3.9840083143355236,208388,4,3,v14_communication,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_055_4core.json,
case_055,5,ok,0.6562774181365967,118835.0,25420,4.67486231313926,249860,5,3,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_055_5core.json,
case_056,2,ok,1.6252846717834473,277285.0,165025,1.680260566580821,1634392,2,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_056_2core.json,
case_056,3,ok,1.648073673248291,277285.0,116791,2.3741983543252476,1616106,3,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_056_3core.json,
case_056,4,ok,1.683983325958252,277285.0,90375,3.0681604426002766,1634392,4,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_056_4core.json,
case_056,5,ok,1.6721727848052979,277285.0,77661,3.570453638248284,1634392,5,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_056_5core.json,
case_057,2,ok,0.29471659660339355,59726.0,30958,1.929258996059177,54920,2,2,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_057_2core.json,
case_057,3,ok,0.31980395317077637,59726.0,20914,2.8557903796499953,54920,3,2,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_057_3core.json,
case_057,4,ok,0.43645620346069336,59726.0,16971,3.5192976253609096,84616,4,3,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_057_4core.json,
case_057,5,ok,0.33418965339660645,59726.0,13979,4.272551684669862,56968,5,2,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_057_5core.json,
case_058,2,ok,6.765664339065552,4539717.0,2187195,2.075588596352863,41955328,2,1,seed_plan,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V14_cluster_all/V14_cluster_allcase_plans/case_058_2core.json,
