case,cores,status,seconds,single,makespan,speedup,selected,plan,error
case_012,3,ok,12.58153223991394,59088,20084,2.942043417645887,clusterphase_aggressive_64_0.2,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_012_3core.json,
case_013,3,ok,20.072667360305786,263949,88351,2.98750438591527,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_013_3core.json,
case_014,3,ok,10970.82940530777,17698626,5826073,3.037831142864156,reassign_0.1+task_gsa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_014_3core.json,
case_015,3,ok,13.386059284210205,177362,60807,2.916802341835644,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_015_3core.json,
case_016,3,ok,568.7562787532806,7715523,4034783,1.9122522822169123,level_strong_256_10,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_016_3core.json,
case_017,3,ok,25.809312105178833,162810,54728,2.974894021341909,r4_struct_taskgsa_from_r4_gate025_pack20_reassign_a0+task_gsa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_017_3core.json,
case_018,3,ok,64.84967041015625,1004367,338272,2.969110656513102,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_018_3core.json,
case_019,3,ok,6.758947372436523,81144,28488,2.848357203032856,r4_struct_taskgsa_from_r4_gate025_pack20_reassign_a0+task_gsa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_019_3core.json,
case_020,3,ok,67.78863048553467,532746,177950,2.993796010115201,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_020_3core.json,
case_021,3,ok,102.3906307220459,6567937,2084168,3.151347204256087,v7_active3_strong96,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_021_3core.json,
case_022,3,ok,16.741427183151245,56780,19128,2.968423253868674,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_022_3core.json,
case_023,3,ok,14.144707918167114,122614,39614,3.0952188620184784,r4_struct_taskgsa_from_r4_gate025_pack12_reassign_a01+task_gsa_b0.02,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_023_3core.json,
case_024,3,ok,79.38908791542053,2555343,1337495,1.910543964650335,level_strong_256_10,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_024_3core.json,
case_025,3,ok,605.7790997028351,4863026,1622164,2.9978633479722148,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_025_3core.json,
case_026,3,ok,8.427565336227417,99203,41655,2.3815388308726444,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_026_3core.json,
case_027,3,ok,27.361298084259033,2363952,757279,3.1216394486048076,v7_micro64_b40+task_gsa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_027_3core.json,
case_028,3,ok,754.1704723834991,43836040,13753761,3.187203849187142,v7_active3_strong96,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_028_3core.json,
case_029,3,ok,6.791903018951416,37555,12743,2.9471082162756024,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_029_3core.json,
case_030,3,ok,637.7885437011719,2808034,928263,3.0250413945185795,r4_struct_edgegsa_from_r4_gate025_pack12_reassign_a01+r1_edgegsa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_030_3core.json,
case_031,3,ok,184.1309952735901,1414369,476572,2.967797100962709,r4_gate025_pack30_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_031_3core.json,
case_032,3,ok,9.694319248199463,41443,14907,2.7801033071711276,r4_struct_taskgsa_from_r4_gate025_pack12_reassign_a01+task_gsa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_032_3core.json,
case_033,3,ok,129.47550559043884,1774196,582606,3.0452758811272114,r4_struct_taskgsa_from_r4_gate025_pack12_reassign_a01+task_gsa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_033_3core.json,
case_034,3,ok,136.806978225708,842996,267777,3.148126986260956,reassign_0.1+task_gsa_b0.1+r1_edgegsa_b0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_034_3core.json,
case_035,3,ok,66.52835202217102,169571,73665,2.3019208579379624,r2_heft_slackprio_g025_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_035_3core.json,
case_036,3,ok,19.70143222808838,931510,311345,2.991890025534375,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_036_3core.json,
case_037,3,ok,7.732994556427002,210001,74038,2.836394824279424,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_037_3core.json,
case_038,3,ok,277.9623749256134,1364555,447321,3.0505051182484166,r4_struct_taskgsa_from_r4_gate025_pack12_reassign_a01+task_gsa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_038_3core.json,
case_039,3,ok,238.83598804473877,1435262,476080,3.0147496219122836,v7_active3_strong96+task_gsa_b0.02+r1_edgegsa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_039_3core.json,
case_040,3,ok,48.66493487358093,253454,102246,2.478864698863525,level_aggressive_96_30,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_040_3core.json,
case_041,3,ok,1859.3428502082825,6003957,1977312,3.0364236903432538,reassign_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_041_3core.json,
case_042,3,ok,210.9382450580597,1686740,559636,3.0139948109128074,r4_struct_edgegsa_from_r4_gate025_pack12_reassign_a01+r1_edgegsa_b0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_042_3core.json,
case_043,3,ok,254.29218459129333,677656,255591,2.6513296634075534,r4_gate025_pack20_reassign_a3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_043_3core.json,
case_044,3,ok,20.748457670211792,154407,67124,2.3003247720636435,v7_active3_strong96+task_sa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_044_3core.json,
case_045,3,ok,11.929094791412354,125614,42304,2.9693173222390317,corephase_0.05_1.05,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_045_3core.json,
case_046,3,ok,14.380418539047241,276455,114180,2.4212208793133647,v7_active3_strong96+task_sa_b0.02,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_046_3core.json,
case_047,3,ok,538.2592647075653,326508,175910,1.856108237166733,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_047_3core.json,
case_048,3,ok,22.653532028198242,222220,110768,2.0061750686118733,level_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_048_3core.json,
case_049,3,ok,74.9154806137085,196276,80403,2.4411526933074637,r4_gate025_pack20_reassign_a3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_049_3core.json,
case_050,3,ok,82.94085884094238,149690,62196,2.406746414560422,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_050_3core.json,
case_051,3,ok,11.519890785217285,607628,319401,1.902398552290068,level_strong_256_10,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_051_3core.json,
case_052,3,ok,15.784062147140503,180301,60834,2.9638195745800044,r4_struct_edgegsa_from_r4_gate025_pack12_reassign_a01+r1_edgegsa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_052_3core.json,
case_053,3,ok,346.95030999183655,1472686,532812,2.76398804831723,r4_gate025_pack20_reassign_a1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_053_3core.json,
case_054,3,ok,640.9613370895386,815051,350525,2.3252292989087797,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_054_3core.json,
case_055,3,ok,19.944732427597046,118835,37301,3.18583952172864,r4_struct_taskgsa_from_r4_gate025_pack12_reassign_a01+task_gsa_b0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_055_3core.json,
case_056,3,ok,177.09002661705017,277285,116791,2.3741983543252476,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_056_3core.json,
case_057,3,ok,13.279679298400879,59726,20914,2.8557903796499953,r4_struct_edgegsa_from_r4_gate025_pack12_reassign_a01+r1_edgegsa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_057_3core.json,
case_058,3,ok,836.2903392314911,4539717,1458289,3.11304343652047,v7_active3_strong96,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_058_3core.json,
case_059,3,ok,35.60366225242615,829473,255531,3.2460758185895253,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_059_3core.json,
case_060,3,ok,193.43307495117188,888789,262240,3.389219798657718,r4_struct_edgegsa_from_r4_gate025_pack30_reassign_a01+r1_edgegsa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_060_3core.json,
case_061,3,ok,15.498430728912354,77191,28409,2.7171318948220633,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_061_3core.json,
case_062,3,ok,1193.139046907425,2854809,965606,2.956494677953534,reassign_0.1+task_gsa_b0.02,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_062_3core.json,
case_063,3,ok,213.7157371044159,1070397,366619,2.91964409918744,reassign_0.1+task_gsa_b0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_063_3core.json,
case_064,3,ok,22.115617275238037,19116,12131,1.5757975434836369,r4_struct_taskgsa_from_r4_gate025_pack20_reassign_a1+task_gsa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_064_3core.json,
case_065,3,ok,8.689479351043701,53068,18165,2.921442334159097,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_065_3core.json,
case_066,3,ok,132.7085497379303,359070,141820,2.5318713862642785,r4_gate025_pack20_reassign_a3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_066_3core.json,
case_067,3,ok,145.15386414527893,63834834,21800896,2.928083047595842,level_strong_1024_8,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_067_3core.json,
case_068,3,ok,121.3871419429779,362095,148169,2.4437972855320615,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_068_3core.json,
case_069,3,ok,23.505910634994507,25144,12507,2.0103941792596145,reassign_0.1+task_sa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_069_3core.json,
case_070,3,ok,26.612831115722656,117300,41358,2.836210648483969,r4_struct_taskgsa_from_r4_gate025_pack12_reassign_a01+task_gsa_b0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_070_3core.json,
case_071,3,ok,18.12808585166931,18919,10215,1.8520802741067057,reassign_0.1+task_sa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_071_3core.json,
case_072,3,ok,4540.908064842224,23897828,7848392,3.044933025771394,r4_gate025_pack30_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_072_3core.json,
case_073,3,ok,62.53734636306763,10081626,3978720,2.533886777657136,level_strong_1024_8,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_073_3core.json,
case_074,3,ok,114.73465585708618,1682239,544166,3.0914077689528563,r4_struct_edgegsa_from_r4_gate025_pack12_reassign_a01+r1_edgegsa_b0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_074_3core.json,
case_075,3,ok,193.609765291214,1441809,607595,2.372977065314889,level_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_075_3core.json,
case_076,3,ok,8939.553929567337,6185113,2027086,3.051233642775886,r4_struct_taskgsa_from_r4_gate025_pack30_reassign_a01+task_gsa_b0.02,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_076_3core.json,
case_077,3,ok,83.54566049575806,495320,173162,2.8604428223282246,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_077_3core.json,
case_078,3,ok,12.973895788192749,2296143,768412,2.9881665044273125,reassign_0.1+r1_edgegsa_b0.02,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_078_3core.json,
case_079,3,ok,1228.6475942134857,31052251,9824418,3.1607216834625724,level_aggressive_96_30,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_079_3core.json,
case_080,3,ok,11.968520641326904,292138,100325,2.9119162721156244,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_080_3core.json,
case_081,3,ok,45.00920867919922,151795,51943,2.9223379473653814,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_081_3core.json,
case_082,3,ok,78.07770729064941,721041,291176,2.4763064263538204,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_082_3core.json,
case_083,3,ok,37.9287645816803,1057993,329963,3.2063988992705243,v7_active3_strong96,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_083_3core.json,
case_084,3,ok,177.80685377120972,2507412,789536,3.1758045231629715,r1_reassign_slackprio_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_084_3core.json,
case_085,3,ok,928.1904020309448,3187899,1324620,2.4066517189835577,r1_slackgate_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_085_3core.json,
case_086,3,ok,107.91472434997559,118403,71334,1.659839627667031,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_086_3core.json,
case_087,3,ok,1791.1087000370026,3974071,1385253,2.8688412874760063,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_087_3core.json,
case_088,3,ok,59.70752739906311,243623,103130,2.3622903131969357,r3_gate025_slackpack_reassign01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_088_3core.json,
case_089,3,ok,45.14621591567993,693092,243614,2.8450417463692563,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_089_3core.json,
case_090,3,ok,16.14756941795349,1178363,396391,2.972728946923618,v7_active3_strong96,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_090_3core.json,
case_091,3,ok,8759.236711025238,9186769,3018910,3.0430748183947185,r4_struct_taskgsa_from_r4_gate025_pack30_reassign_a01+task_gsa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_091_3core.json,
case_092,3,ok,420.09329319000244,4815554,1416984,3.398453334688324,v7_active3_strong96,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_092_3core.json,
case_093,3,ok,4.7370030879974365,74205,25103,2.956021192686133,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_093_3core.json,
case_094,3,ok,9.496347665786743,94892,32871,2.8867999148185333,reassign_0.1+task_gsa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_094_3core.json,
case_095,3,ok,40.52089214324951,2084853,695775,2.9964471273040854,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_095_3core.json,
case_096,3,ok,18.46601390838623,84194,30996,2.7162859723835333,r1_slackgate_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_096_3core.json,
case_097,3,ok,174.52052783966064,11491509,3502708,3.2807499226312897,level_aggressive_96_30,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_097_3core.json,
case_098,3,ok,16.34030318260193,177430,81596,2.1744938477376343,level_strong_128_12,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_098_3core.json,
case_099,3,ok,278.81829476356506,1622999,536004,3.027960612234237,r4_struct_taskgsa_from_r4_gate025_pack12_reassign_a01+task_gsa_b0,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_099_3core.json,
case_100,3,ok,22.08630681037903,151223,57811,2.6158170590372074,wcc_active3,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_100_3core.json,
case_001,4,ok,2.346508026123047,233110,58984,3.952088702020887,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_001_4core.json,
case_002,4,ok,18.830608129501343,261945,74231,3.5287817758079507,level_strong_1024_8,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_002_4core.json,
case_003,4,ok,478.05621337890625,602212,214613,2.806036912954947,r3_gate025_slackpack_reassign01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_003_4core.json,
case_004,4,ok,3.1231162548065186,392357,104188,3.765855952700887,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_004_4core.json,
case_005,4,ok,81.20354390144348,95618,50485,1.893988313360404,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_005_4core.json,
case_006,4,ok,8.14507246017456,82837,23834,3.4755811026264998,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_006_4core.json,
case_007,4,ok,27.234747886657715,1012562,254398,3.980227831979811,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_007_4core.json,
case_008,4,ok,3.5878727436065674,487605,123060,3.962335446123842,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_008_4core.json,
case_009,4,ok,144.9164433479309,153261,55640,2.754511143062545,r4_gate025_pack12_reassign_a01,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_009_4core.json,
case_010,4,ok,9.111902713775635,86969,26214,3.317654688334478,level_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_010_4core.json,
case_011,4,ok,3.995774269104004,184697,46880,3.9397824232081913,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_011_4core.json,
case_012,4,ok,13.617446660995483,59088,17021,3.471476411491687,level_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_012_4core.json,
case_013,4,ok,15.426168203353882,263949,66982,3.9405959810098237,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_013_4core.json,
case_014,4,ok,11682.065183877945,17698626,4479067,3.9514090769349957,reassign_0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_014_4core.json,
case_015,4,ok,11.82680892944336,177362,47971,3.6972754372433343,r4_struct_edgegsa_from_r4_gate025_pack20_reassign_a0+r1_edgegsa_b0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_015_4core.json,
case_016,4,ok,541.2280654907227,7715523,3740482,2.0627082285117266,level_strong_1024_8,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_016_4core.json,
case_017,4,ok,17.616140842437744,162810,42257,3.852852781787633,r4_struct_edgegsa_from_r4_gate025_pack20_reassign_a0+r1_edgegsa_b0.1,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_017_4core.json,
case_018,4,ok,58.714314222335815,1004367,255266,3.934589800443459,r1_slackpack_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_018_4core.json,
case_019,4,ok,6.69110631942749,81144,22095,3.6725050916496946,level_aggressive_160_20,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_019_4core.json,
case_020,4,ok,56.528520584106445,532746,133704,3.984518039849219,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_020_4core.json,
case_021,4,ok,45.322200536727905,6567937,1550324,4.236493145948847,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_021_4core.json,
case_022,4,ok,15.42297649383545,56780,14654,3.874709976798144,wcc_active4,/mnt/165d5ea0-c4bf-423a-a83b-e5fb727cf65f/lw/A/V10_result/V10_final_2-3-4-5core_allcase_plans/case_022_4core.json,
