case,cores,status,seconds,selected,single,makespan,speedup,added_copy,subgraphs,error
case_013,2,ok,11.517633916984778,wcc_pack3,263949,132198,1.9966187083011846,8192,2,
case_013,3,ok,10.840555750008207,wcc_pack3,263949,88351,2.98750438591527,16384,3,
case_013,4,ok,11.255364708020352,wcc_pack3,263949,66982,3.9405959810098237,24576,4,
case_013,5,ok,11.485038375016302,wcc_pack3,263949,54363,4.855305998565201,32768,5,
case_015,2,ok,5.364414958981797,aggr_b15+reassign0.1,177362,88023,2.0149506379014577,439296,6,
case_015,3,ok,6.635682750027627,wcc_pack3,177362,60841,2.915172334445522,306448,3,
case_015,4,ok,6.371741542010568,aggr_dense6k,177362,50599,3.505247139271527,1038104,25,
case_015,5,ok,7.315473833994474,aggr_mixed4k,177362,42119,4.2109736698402145,823296,20,
case_017,2,ok,3.88421233400004,aggr_b15+reassign0.1,162810,82664,1.969539339978709,410112,6,
case_017,3,ok,4.844921125040855,aggr_b15+reassign0.1,162810,55688,2.923610113489441,584064,9,
case_017,4,ok,8.776457457977813,wcc_pack3,162810,42384,3.841308040770102,260352,4,
case_017,5,ok,9.63666529202601,aggr_b15,162810,33981,4.791206850887261,556416,15,
case_018,2,ok,12.108303791028447,aggr_ultrafine20,1004367,500559,2.006490743348936,7277072,10,
case_018,3,ok,26.71184274996631,"aggr_fine15+merge(4,9)",1004367,338828,2.964238492686555,7969292,10,
case_018,4,ok,27.002719792013522,aggr_ultrafine20+reassign0.1,1004367,255049,3.937937415947524,9253904,18,
case_018,5,ok,32.54991895798594,wcc_pack3,1004367,200953,4.99801943738088,4878336,5,
case_019,2,ok,2.155913457972929,strong_long8+reassign2,81144,42249,1.9206135056451041,204432,21,
case_019,3,ok,1.9826422500191256,aggr_b15+reassign0.1,81144,28503,2.8468582254499526,231600,19,
case_019,4,ok,2.2499444159911945,aggr_dense6k,81144,21957,3.695586828801749,257092,26,
case_019,5,ok,2.8158646670053713,aggr_ultrafine20,81144,18531,4.378824672170957,194736,27,
case_020,2,ok,41.98706245800713,wcc_pack3,532746,266580,1.9984469952734638,0,2,
case_020,3,ok,72.14960866601905,wcc_pack3,532746,177950,2.993796010115201,0,3,
case_021,2,ok,18.46404462499777,aggr_ultrafine20,6567937,3102580,2.1169275248341703,10752000,8,
case_022,2,ok,4.423571666993666,wcc_pack3,56780,28415,1.9982403660038712,6912,2,
case_022,3,ok,4.784215292020235,wcc_pack3,56780,19197,2.9577538157003698,13824,3,
case_022,4,ok,7.218169500003569,wcc_pack3,56780,14654,3.874709976798144,13824,4,
case_022,5,ok,8.335153832973447,wcc_pack3,56780,11828,4.800473452823808,20736,5,
case_023,2,ok,3.7165766659891233,"aggr_ultrafine20+reassign0.1+merge(0,8)+merge(0,8)",122614,59452,2.0624032833209984,430668,10,
case_023,3,ok,3.2263565830071457,aggr_fine15,122614,39682,3.0899148228415907,440752,11,
case_023,4,ok,4.5697977500385605,aggr_fine15,122614,31062,3.94739553151761,441040,14,
case_023,5,ok,5.7117093749693595,wcc_pack3,122614,25191,4.867373268230717,280992,5,
case_024,2,ok,45.548894292034674,strong_b10,2555343,1651335,1.5474407070642844,39331488,1313,
case_026,2,ok,1.9326014580437914,aggr_mid12,99203,49259,2.013906088227532,374376,13,
case_026,3,ok,1.784385957987979,wcc_pack3,99203,41655,2.3815388308726444,95664,3,
case_026,4,ok,2.8367120409966446,wcc_active3,99203,41655,2.3815388308726444,95664,3,
case_026,5,ok,3.1008129580295645,wcc_active3,99203,41655,2.3815388308726444,95664,3,
case_027,2,ok,6.108576167025603,aggr_b15,2363952,1118246,2.113982075500382,4792320,6,
case_027,3,ok,8.65197366697248,"aggr_ultrafine20+merge(5,17)",2363952,756202,3.126085358145046,5160960,23,
case_027,4,ok,8.563948667026125,wcc_pack3,2363952,559196,4.227412213249022,3317760,4,
case_027,5,ok,8.620050667028408,strong_b10+reassign0.1,2363952,471330,5.015492330214499,7495680,60,
case_029,2,ok,2.842901207972318,wcc_pack3,37555,19740,1.9024822695035462,0,2,
case_029,3,ok,2.4279701249906793,wcc_pack3,37555,12743,2.9471082162756024,0,3,
case_029,4,ok,3.868085374997463,wcc_pack3,37555,11028,3.405422560754443,0,4,
case_029,5,ok,3.5147277500364,wcc_pack3,37555,9383,4.002451241607162,0,5,
case_030,2,ok,46.02828354202211,wcc_pack3,2808034,1397040,2.0099882608944624,6989824,2,
case_031,2,ok,66.40776149998419,aggr_ultrafine20+reassign0.1+reassign3,1414369,721420,1.9605347786310332,11344300,121,
case_032,2,ok,2.590139417035971,aggr_mixed4k,41443,19564,2.118329584951953,37016,9,
case_032,3,ok,2.4764457910205238,aggr_b15,41443,13842,2.9940037566825604,30864,9,
case_032,4,ok,4.1971674580127,aggr_b15,41443,12296,3.37044567338972,24720,12,
case_032,5,ok,3.9600196660030633,aggr_mixed4k,41443,10302,4.022811104639875,98388,22,
case_033,2,ok,37.19638529099757,"aggr_ultrafine20+merge(1,14)+merge(1,12)",1774196,880303,2.015437866280133,8669480,37,
case_033,3,ok,33.91388354200171,aggr_dense6k+reassign0.1,1774196,587700,3.0188803811468436,11693184,18,
case_033,4,ok,53.39597637497354,aggr_b15,1774196,447390,3.9656585976441137,10641272,44,
case_033,5,ok,49.57321870804299,aggr_b15+reassign0.1,1774196,357333,4.9651053778968075,11138936,47,
case_034,2,ok,23.02644941699691,aggr_dense6k,842996,397429,2.121123521434017,5720576,12,
case_034,3,ok,40.25452508300077,aggr_fine15,842996,269163,3.1319163480864756,6105600,9,
case_034,4,ok,51.94661487499252,aggr_fine15,842996,206156,4.089116979374842,5720576,12,
case_034,5,ok,50.52099712501513,aggr_ultrafine20+reassign0.1,842996,169763,4.965722801788376,5970984,25,
case_035,2,ok,32.786369875015225,wcc_pack3,169571,95406,1.7773620107750037,0,2,
case_035,3,ok,26.32935675000772,aggr_dense6k,169571,72630,2.3347239432741294,852090,82,
case_035,4,ok,35.07424670900218,aggr_fine15+reassign3,169571,56787,2.986088365294874,852226,76,
case_035,5,ok,31.255351916945074,aggr_mixed4k,169571,50420,3.3631693772312574,737440,80,
case_036,2,ok,20.98460329096997,wcc_pack3,931510,466068,1.998656848356892,1152,2,
case_036,3,ok,14.704534541000612,wcc_pack3,931510,311345,2.991890025534375,2304,3,
case_036,4,ok,15.886753332975786,wcc_pack3,931510,233584,3.987901568600589,3456,4,
case_036,5,ok,14.4557860000059,wcc_pack3,931510,187182,4.976493466252097,4608,5,
case_037,2,ok,2.985966374981217,wcc_pack3,210001,105374,1.992910964754114,204800,2,
case_037,3,ok,4.186234833963681,wcc_pack3,210001,74038,2.836394824279424,1064960,3,
case_037,4,ok,4.043050915992353,wcc_pack3,210001,53320,3.938503375843961,614400,4,
case_037,5,ok,3.8029930000193417,wcc_pack3,210001,43800,4.794543378995434,1925120,5,
case_038,2,ok,67.04465854197042,"aggr_dense6k+reassign0.1+merge(1,12)",1364555,678396,2.011443168886609,12343296,12,
case_039,2,ok,48.33683991699945,aggr_ultrafine20,1435262,691896,2.074389792685606,26304512,8,
case_040,2,ok,13.12240491702687,aggr_fine15+reassign2,253454,141598,1.789954660376559,1618976,106,
case_040,3,ok,28.987010167038534,aggr_dense6k,253454,97965,2.5871893023018426,1799590,70,
case_040,4,ok,28.49933008401422,aggr_fine15+reassign0.1+reassign2,253454,81430,3.1125383765197103,1751040,148,
case_040,5,ok,23.895626957993954,aggr_fine15+reassign1,253454,71379,3.5508202692668713,1728204,159,
case_042,2,ok,68.71518225001637,wcc_pack3,1686740,841458,2.0045444930109406,6770976,2,
case_043,2,ok,165.20518420799635,wcc_pack3,677656,353177,1.918743293023045,431104,2,
case_044,2,ok,4.302692249999382,strong_b10+reassign0.1,154407,91972,1.6788479102335494,2996768,84,
case_044,3,ok,8.553005333989859,strong_b10,154407,109879,1.4052457703473822,4857568,126,
case_044,4,ok,6.082226458005607,corephase_bal+reassign0.1,154407,113488,1.3605579444522768,4914912,8,
case_044,5,ok,5.654764332983177,wcc_active3,154407,123553,1.2497227910289512,5161216,3,
case_045,2,ok,3.091744333971292,wcc_pack3,125614,63059,1.99200748505368,0,2,
case_045,3,ok,5.239534624968655,wcc_pack3,125614,42601,2.94861622966597,0,3,
case_045,4,ok,5.073084999981802,wcc_pack3,125614,31878,3.940460505677897,0,4,
case_045,5,ok,4.484446999966167,wcc_pack3,125614,26164,4.801024308209754,0,5,
case_046,2,ok,2.136442208022345,aggr_mixed4k,276455,158876,1.7400677257735593,6512800,8,
case_046,3,ok,4.385953375021927,corephase_bal+reassign0.1,276455,140908,1.9619538989979277,4001568,6,
case_046,4,ok,4.015672291978262,wcc_pack3,276455,124612,2.218526305652746,4513952,4,
case_046,5,ok,4.007583083002828,wcc_active4,276455,124612,2.218526305652746,4513952,4,
case_047,2,ok,104.19717779097846,aggr_mixed4k,326508,237773,1.3731920781585798,2888428,618,
case_048,2,ok,5.744701542018447,aggr_ultrafine20,222220,137338,1.6180518137733184,727982,53,
case_048,3,ok,16.57895550003741,aggr_fine15,222220,110758,2.0063562000036113,775600,153,
case_048,4,ok,14.486804249987472,aggr_fine15,222220,110842,2.0048357120946934,775796,156,
case_048,5,ok,15.416151834011544,aggr_mixed4k,222220,110840,2.004871887405269,776310,164,
case_049,2,ok,22.674825333990157,aggr_dense6k+reassign0.1+reassign1+reassign2,196276,120636,1.6270101793826055,1485218,125,
case_049,3,ok,52.44452525000088,aggr_dense6k+reassign1+reassign2+reassign3,196276,85788,2.2879190562782674,1500822,155,
case_049,4,ok,50.68908437498612,aggr_mixed4k,196276,70785,2.7728473546655366,1063298,277,
case_049,5,ok,45.01955283299321,aggr_mid12,196276,59804,3.2819878269012106,1059076,259,
case_050,2,ok,42.05968533299165,aggr_dense6k+reassign0.1+reassign1+reassign3,149690,92098,1.6253338834719537,917506,125,
case_051,2,ok,6.148919125029352,strong_b10,607628,393001,1.5461232923071442,9046310,312,
case_051,3,ok,14.076356042001862,strong_b10,607628,336412,1.8062019190754195,9046402,408,
case_051,4,ok,11.94526908302214,strong_b10+reassign0.1,607628,295141,2.0587719090197565,9046494,456,
case_051,5,ok,12.406883457966615,strong_long8,607628,259924,2.337714101044921,9046494,456,
case_052,2,ok,2.7407292500138283,aggr_mixed4k,180301,90358,1.9954071581929658,559104,8,
case_052,3,ok,7.760994750016835,wcc_pack3,180301,63373,2.8450759787291116,181248,3,
case_052,4,ok,6.332065832975786,wcc_pack3,180301,47964,3.7590901509465433,259584,4,
case_052,5,ok,6.5323731250246055,aggr_ultrafine20,180301,38150,4.72610747051114,694280,21,
case_053,2,ok,63.67878862499492,wcc_pack3,1472686,774929,1.900414102453257,5959552,2,
case_055,2,ok,3.2009730000281706,aggr_dense6k+reassign0.1,118835,54434,2.1831024727192565,216080,14,
case_055,3,ok,7.9431265410385095,aggr_mixed4k,118835,37502,3.1687643325689296,183300,13,
case_055,4,ok,6.466702624980826,aggr_b15,118835,28923,4.108667842201708,206336,12,
case_055,5,ok,7.005842499958817,aggr_mid12+reassign0.1,118835,25489,4.662207226646789,199692,14,
case_056,2,ok,67.9353137500002,aggr_mixed4k,277285,157407,1.7615798535007974,1507336,105,
case_057,2,ok,2.273559249995742,aggr_b15+reassign0.1,59726,30596,1.9520852399006405,0,6,
case_057,3,ok,5.20055800001137,"aggr_mixed4k+merge(2,12)",59726,21046,2.837878931863537,42048,12,
case_057,4,ok,4.259663957986049,aggr_b15,59726,16655,3.5860702491744223,42048,12,
case_057,5,ok,4.321599624992814,aggr_mid12,59726,13981,4.271940490665903,56392,14,
case_059,2,ok,11.823949332989287,wcc_pack3,829473,369318,2.2459587672412393,360448,2,
case_059,3,ok,24.994651084009092,strong_b10,829473,249885,3.319418932709046,4292608,18,
case_059,4,ok,19.213091792014893,wcc_pack3,829473,185216,4.478408992743607,1081344,4,
case_059,5,ok,26.321980500011705,wcc_pack3,829473,150782,5.501140719714555,4325376,5,
case_060,2,ok,120.31005783303408,"aggr_ultrafine20+reassign0.1+merge(2,8)+reassign2+merge(9,15)+reassign2",888789,422230,2.104987802856263,5997228,16,
case_061,2,ok,3.3879890000098385,wcc_pack3,77191,39336,1.962350010168802,34560,2,
case_061,3,ok,7.382711790967733,wcc_pack3,77191,28409,2.7171318948220633,43008,3,
case_061,4,ok,6.608465790981427,wcc_pack3,77191,22111,3.491067794310524,62208,4,
case_061,5,ok,6.762881667003967,aggr_mixed4k,77191,20122,3.836149488122453,262664,22,
case_063,2,ok,97.20067587500671,aggr_ultrafine20+reassign0.1+reassign2,1070397,544923,1.964308718846516,451584,23,
case_064,2,ok,2.688483375008218,aggr_ultrafine20+reassign1+reassign2,19116,15522,1.231542327019714,110658,29,
case_064,3,ok,5.247242208046373,aggr_ultrafine20+reassign0.1+reassign1,19116,13828,1.3824124963841482,110722,31,
case_064,4,ok,4.648568333010189,aggr_ultrafine20+reassign1,19116,10280,1.8595330739299611,110722,31,
case_064,5,ok,5.195197708031628,aggr_ultrafine20,19116,10281,1.8593522030930842,110722,31,
case_065,2,ok,1.8602657919982448,wcc_pack3,53068,26928,1.970736779560309,13968,2,
case_065,3,ok,4.278120582981501,wcc_pack3,53068,18135,2.926275158533223,27792,3,
case_065,4,ok,3.101871207996737,wcc_pack3,53068,14463,3.6692249187582107,41616,4,
case_065,5,ok,3.328225833014585,wcc_pack3,53068,12169,4.3609170843947735,55584,5,
case_066,2,ok,57.36459137505153,aggr_mixed4k+reassign0.1+reassign1+reassign2,359070,193191,1.8586269546718015,2617470,74,
case_067,2,ok,194.85773633304052,strong_b10,63834834,32032350,1.9928239420460878,203117696,136,
case_068,2,ok,85.42277179198572,aggr_mixed4k+reassign0.1,362095,215571,1.6797018151792218,3200332,302,
case_069,2,ok,3.8796534159919247,aggr_ultrafine20+reassign0.1+reassign2,25144,21541,1.1672624297850611,593930,46,
case_069,3,ok,9.90003970899852,aggr_dense6k+reassign0.1+reassign3,25144,17101,1.4703233729021694,545674,66,
case_069,4,ok,9.67636095796479,"aggr_fine15+reassign0.1+merge(43,49)",25144,16747,1.5014032364005494,538078,53,
case_069,5,ok,7.6831416669883765,aggr_ultrafine20+reassign3,25144,16823,1.4946204600844082,604194,70,
case_070,2,ok,3.5375207499600947,wcc_pack3,117300,58425,2.0077021822849805,129536,2,
case_070,3,ok,8.162435707985424,aggr_b15+reassign0.1,117300,40130,2.923000249190132,814596,10,
case_070,4,ok,6.623418667004444,aggr_fine15,117300,32784,3.57796486090776,1103384,16,
case_070,5,ok,6.844543000042904,wcc_pack3,117300,27847,4.212302941070852,462848,5,
case_071,2,ok,2.250207250006497,aggr_fine15,18919,15676,1.2068767542740495,346412,33,
case_071,3,ok,5.7685432500438765,aggr_dense6k,18919,13329,1.419386300547678,356420,49,
case_071,4,ok,6.0658108339994214,aggr_fine15+reassign1,18919,11867,1.594252970422179,350264,43,
case_071,5,ok,5.23219445894938,aggr_dense6k,18919,10911,1.7339382274768582,357192,51,
case_073,2,ok,85.86974841699703,aggr_fine15,10081626,5198444,1.9393545453216385,130481792,12,
case_074,2,ok,37.50523750000866,wcc_pack3,1682239,821906,2.0467535216922617,6832128,2,
case_074,3,ok,64.7324354169541,wcc_pack3,1682239,547475,3.072722955386091,7655424,3,
case_074,4,ok,48.8307044589892,aggr_ultrafine20,1682239,418701,4.017757301749936,12722224,22,
case_074,5,ok,61.344388416968286,wcc_pack3,1682239,343682,4.894754453244569,8499200,5,
case_075,2,ok,122.14246166596422,aggr_mixed4k,1441809,832441,1.732025452854917,5329234,458,
case_077,2,ok,62.20480720803607,wcc_pack3,495320,250735,1.9754721119907472,57344,2,
case_078,2,ok,2.6304206660133786,aggr_mixed4k,2296143,1080972,2.1241466013920807,15039360,8,
case_078,3,ok,9.854134374996647,"aggr_mid12+merge(7,15)+merge(7,22)",2296143,792615,2.896920951533847,15388800,22,
case_078,4,ok,5.037040291004814,aggr_mixed4k,2296143,619540,3.706206217516222,15039360,8,
case_078,5,ok,4.732215958007146,aggr_mid12,2296143,579524,3.962118911382445,15438720,24,
case_080,2,ok,4.130980833026115,wcc_pack3,292138,145926,2.0019598974822856,2191360,2,
case_080,3,ok,8.280622791033238,wcc_pack3,292138,100325,2.9119162721156244,3047424,3,
case_080,4,ok,6.890710917010438,wcc_active3,292138,100325,2.9119162721156244,3047424,3,
case_080,5,ok,7.480188083020039,wcc_active3,292138,100325,2.9119162721156244,3047424,3,
case_081,2,ok,21.740612249996047,wcc_pack3,151795,76860,1.9749544626593807,0,2,
case_081,3,ok,34.2287487090216,wcc_pack3,151795,51943,2.9223379473653814,0,3,
case_081,4,ok,26.216245291987434,wcc_pack3,151795,39588,3.834369000707285,0,4,
case_081,5,ok,23.348888500011526,wcc_pack3,151795,30943,4.905632937982743,0,5,
case_082,2,ok,25.662409167038277,aggr_mixed4k+reassign2,721041,410929,1.7546607808161507,3207626,191,
case_082,3,ok,52.57700562494574,aggr_mixed4k+reassign1+reassign2,721041,293406,2.457485531993211,3213042,245,
case_082,4,ok,50.7503727080184,aggr_mixed4k,721041,230548,3.1275092388569843,3238730,271,
case_082,5,ok,44.341981625009794,aggr_mixed4k+reassign0.1+reassign1,721041,218999,3.292439691505441,3236710,287,
case_083,2,ok,25.29735929099843,"aggr_b15+merge(24,30)+merge(46,52)",1057993,487930,2.16832947349005,6073824,52,
case_083,3,ok,36.08129837503657,strong_b10+reassign2+reassign3,1057993,352774,2.999067391587815,6969312,126,
case_083,4,ok,25.832831457955763,strong_b10+reassign0.1,1057993,309519,3.418184344095193,8830112,168,
case_083,5,ok,23.42073558300035,strong_long8,1057993,279691,3.7827209313134853,8830112,168,
case_086,2,ok,81.45708900003228,"aggr_dense6k+merge(137,165)",118403,91261,1.297410723090915,3079090,167,
case_088,2,ok,19.797104291967116,aggr_mixed4k+reassign2,243623,149006,1.6349878528381407,2138590,195,
case_088,3,ok,33.558613166969735,aggr_mixed4k+reassign0.1+reassign3,243623,114166,2.13393654853459,2138878,234,
case_088,4,ok,33.842549375025555,aggr_mixed4k,243623,90118,2.703377793559555,2138686,238,
case_088,5,ok,36.67650133301504,aggr_mixed4k+reassign0.1,243623,77110,3.1594216054986384,2139262,242,
case_089,2,ok,52.41070354200201,wcc_pack3,693092,346832,1.998350786547954,238720,2,
case_090,2,ok,8.11311787494924,strong_b10+reassign0.1,1178363,528461,2.2298012530726012,7608576,144,
case_090,3,ok,14.369026458007284,strong_b10+reassign0.1+reassign1+reassign3,1178363,433583,2.717733398219026,11905536,216,
case_090,4,ok,12.620291166007519,strong_b10+reassign0.1,1178363,429097,2.746145976317709,16202496,288,
case_090,5,ok,13.869738666980993,strong_long8+reassign0.1+reassign1,1178363,402971,2.9241880929396906,16202496,288,
case_093,2,ok,1.708780457964167,wcc_pack3,74205,37827,1.9616940280751844,8192,2,
case_093,3,ok,2.3642995829577558,wcc_pack3,74205,25103,2.956021192686133,16384,3,
case_093,4,ok,2.2381310420460068,wcc_pack3,74205,19779,3.751706355225239,24576,4,
case_093,5,ok,2.5463840840384364,wcc_pack3,74205,15876,4.674036281179139,32768,5,
case_094,2,ok,1.7426315830089152,aggr_fine15,94892,45446,2.0880165471108567,382768,8,
case_094,3,ok,3.4320522909983993,strong_long8,94892,31982,2.967043962228754,863152,34,
case_094,4,ok,2.3937710000318475,aggr_fine15,94892,25762,3.6834096731620214,466000,14,
case_094,5,ok,2.8861531249713153,strong_b10,94892,23721,4.000337253910038,781616,42,
case_095,2,ok,74.16116349998629,wcc_pack3,2084853,1042890,1.9991111238960964,0,2,
case_096,2,ok,3.3885828340426087,aggr_mixed4k+reassign0.1,84194,43203,1.9487998518621392,504972,11,
case_096,3,ok,5.536437375005335,aggr_mixed4k,84194,30832,2.7307343020238712,756684,15,
case_096,4,ok,5.091006957984064,wcc_pack3,84194,26984,3.120145271271865,78336,4,
case_096,5,ok,6.730706624977756,wcc_active4,84194,26984,3.120145271271865,78336,4,
case_097,2,ok,152.32874770794297,aggr_mixed4k,11491509,5156692,2.2284652641654765,17891328,8,
case_098,2,ok,4.292806166980881,wcc_pack3,177430,89756,1.9768037791345425,0,2,
case_098,3,ok,8.847244249947835,strong_b10,177430,82009,2.1635430257654646,1090966,139,
case_098,4,ok,9.6423150000046,strong_compact12+reassign0.1,177430,66118,2.683535497141474,1123828,217,
case_098,5,ok,10.56531570799416,strong_b10,177430,58915,3.0116269201391836,1066460,197,
case_100,2,ok,4.48304574994836,aggr_b15+reassign0.1,151223,78184,1.934193696920086,478212,7,
case_100,3,ok,7.606671749963425,aggr_mid12,151223,56905,2.6574641947104825,948752,14,
case_100,4,ok,8.811988917004783,wcc_active3,151223,57811,2.6158170590372074,72192,3,
case_100,5,ok,7.629072125011589,aggr_b15,151223,55622,2.7187623602171804,691720,16,
